url,trump,clinton,johnson,stein,mcmullin
http://apps.washingtonpost.com/g/page/politics/post-abc-tracking-poll-nov-2-5-2016/2130/,43,47,4,0,
http://web.centre.edu/benjamin.knoll/2016FCSStopline.pdf,40,44.9,6,0,
http://www.prri.org/research/prri-brookings-october-19-2016-presidential-election-horserace-clinton-trump/,36,51,,0,
http://www.realclearpolitics.com/docs/2016/2016_Reuters_Tracking_-_Core_Political_Daily_11.05_.16_.pdf,39,43,6,0,
http://www.foxnews.com/politics/interactive/2016/10/26/fox-news-poll-october-26-2016/,41,44,7,0,
https://mediarelations.gwu.edu/new-gw-battleground-poll-clinton-begins-pull-away-trump-and-voters-think-she%E2%80%99ll-win,39,47,8,0,
http://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2016/10/27/survey.pdf,34,43,7,0,
http://abcnews.go.com/Politics/qualifications-temperament-aid-clinton-2016-campaigns-closing-days/story?id=43327300,43,48,4,0,
,39,42.9,4.7,0,
http://www.marketplace.org/2016/10/13/economy/americans-economic-anxiety-has-reached-new-high,30.7,42.9,6.5,0,
,46,.6619139,41,0,6
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,43.1,40.7,6.3,0,
http://abcnews.go.com/Politics/clinton-rebounds-enthusiasm-trump-slips-tight-race-poll/story?id=43309964,43,47,4,0,
https://www.qu.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2386,40,45,6,0,
http://www.people-press.org/2016/10/14/in-presidential-contest-voters-say-basic-facts-not-just-policies-are-in-dispute/?utm_source=adaptivemailer&utm_medium=email&utm_campaign=16-10-14%20panel%20election%20report&org=982&lvl=100&ite=413&lea=66917&ctr=0&par=1&trk=,39,46,10,0,
http://www.politico.com/story/2016/10/clinton-emails-comey-poll-politico-morning-consult-230519,39,42,7,0,
http://i2.cdn.turner.com/cnn/2016/images/10/03/2016.race.pdf,42,47,7,0,
https://twitter.com/EchelonInsights/status/781184551607558145,39,44,6,0,
http://www.prri.org/wp-content/uploads/2016/10/PRRIThe-Atlantic-Survey-Topline-Oct.-9.pdf,38,49,,0,
http://www.pollingreport.com/wh16gen.htm,43,41,8,0,
http://www.nbcnews.com/politics/first-read/clinton-holds-11-point-national-lead-over-trump-nbc-wsj-n666986,37,48,7,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,43.9,44.4,3.7,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,44,43,5,0,
http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_092616/,42,46,8,0,
https://www.washingtonpost.com/news/the-fix/wp/2016/11/04/clinton-up-47-44-in-post-abc-tracking-poll-despite-trumps-9-point-edge-on-dealing-with-corruption/,44,47,3,0,
http://www.langerresearch.com/wp-content/uploads/1184a122016ElectionTrackingNo12.pdf,45,47,3,0,
http://projects.fivethirtyeight.com/polls/20161005_National_1.pdf,36,45,11,0,
http://www.foxnews.com/politics/2016/10/18/fox-news-poll-clinton-tops-trump-by-6-points.html,39,45,5,0,
https://www.washingtonpost.com/news/the-fix/wp/2016/11/02/tracking-poll-finds-race-tied-as-trump-opens-up-an-8-point-edge-on-honesty/,46,46,3,0,
http://www.cbsnews.com/news/cbs-poll-clintons-lead-over-trump-widens-with-three-weeks-to-go/,38,47,8,0,
http://polling.reuters.com/,38.3,43.2,5.9,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,43.7,44.2,4.8,0,
https://today.yougov.com/news/2016/11/02/post-comey-poll-clinton-leads-three/,43,46,4,0,
http://www.langerresearch.com/wp-content/uploads/1184a102016ElectionTrackingNo10.pdf,46,45,3,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,43.7,44.6,4.2,0,
http://www.mcclatchydc.com/news/politics-government/election/article103597232.ece/BINARY/The%20full%20McClatchy-Marist%20poll,39,45,10,0,
http://www.nbcnews.com/politics/first-read/post-debate-poll-shows-clinton-holding-9-point-lead-over-n664541,37,46,8,0,
http://www.langerresearch.com/wp-content/uploads/1184a92016ElectionTrackingNo9.pdf,45,46,4,0,
http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_92916.pdf,40,44,6,0,
http://polling.reuters.com/,37.3,45.5,5.4,0,
https://icitizen.com/wp-content/uploads/2016/09/National-Poll-%E2%80%93-September-2016-TOPLINE-PUBLIC.pdf,37,42,5,0,
http://www.langerresearch.com/wp-content/uploads/1184a82016ElectionTrackingNo8.pdf,45,46,4,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_nov4,44,44,4,0,
http://www.insightswest.com/news/clinton-leads-trump-republicans-reject-changing-their-nominee/,37,42,6,0,
http://www.foxnews.com/politics/interactive/2016/10/13/fox-news-poll-october-13-2016/,38,45,7,0,
http://media.wix.com/ugd/3bebb2_b53ca6b673c14cdab9d68832bd7e74cb.pdf,43,41,9,0,
http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-national-poll-oct-10-13-2016/2102/,43,47,5,0,
https://luc.id/2016-presidential-tracker/,40,45,5,0,
http://www.langerresearch.com/wp-content/uploads/1184a72016ElectionTrackingNo7.pdf,45,47,4,0,
https://www.qu.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2383,43,44,8,0,
http://ap-gfkpoll.com/main/wp-content/uploads/2016/09/September-2016-AP-GfK-Poll-Topline-Clinton1.pdf,39,45,9,0,
http://polling.reuters.com/,37.4,44.7,5.3,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,44.1,44,3.9,0,
http://www.langerresearch.com/wp-content/uploads/1184a62016ElectionTrackingNo-6.pdf,44,48,4,0,
http://abcnews.go.com/Politics/slight-shifts-intention-aid-trump-amid-anxiety-candidates/story?id=43080562,42,48,5,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct06,43,41,8,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,44.4,44,4.1,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_nov3,45,42,4,0,
http://abcnews.go.com/Politics/dead-heat-congress-clintons-advantage-poll/story?id=43047979,40,49,5,0,
https://morningconsult.com/wp-content/uploads/2016/11/MCModeStudyFinalToplines.pdf,47,52,,0,
https://today.yougov.com/news/2016/10/27/yougoveconomist-poll-october-22-26-2016/,41,46,4,0,
http://www.prri.org/wp-content/uploads/2016/10/PRRI-Atlantic-Survey-Topline.pdf,41,47,,0,
http://www.langerresearch.com/wp-content/uploads/1184a32016ElectionTrackingNo3.pdf,38,50,5,0,
http://polling.reuters.com/,37.2,44,5.9,0,
http://www.foxnews.com/politics/2016/10/07/fox-news-poll-clinton-edges-trump-by-two-points-one-month-ahead-election.html,42,44,6,0,
https://luc.id/2016-presidential-tracker/,40,45,5,0,
http://www.cbsnews.com/news/hillary-clinton-edges-ahead-of-donald-trump-after-first-presidential-debate-hofstra-2016-cbs-nyt-poll/,41,45,8,0,
,45,.1512637,43,0,6
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_nov1,44,44,5,0,
https://datastudio.google.com/u/0/,35.07,37.69,6.18,0,
https://www.documentcloud.org/documents/3214801-US5th-Nov-Report.html,45.92,49.25,,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,43.7,44.7,4.2,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,41.6,44.1,5.6,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_nov2,44,44,5,0,
http://polling.reuters.com/,36.6,44.2,5.9,0,
http://research.uvu.edu/DeSart/SurveyReport9-14-16.pdf,35,44.8,4.7,0,
http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_082916/,39,46,7,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,40.6,44.5,6.8,0,
http://polling.reuters.com/,37.1,42.6,6,0,
http://www.upi.com/Top_News/US/2016/11/05/UPICVoter-poll-Clinton-leads-Trump-by-125-points/2711478366345/,47.82,49.06,,0,
https://luc.id/2016-presidential-tracker/,39,45,5,0,
https://www.scribd.com/document/324821200/16804-NBCWSJ-September-Poll-9-21-Release?secret_password=gKkeD7pKqo5rYoSPNmfU,37,43,9,0,
http://projects.fivethirtyeight.com/polls/20161028_US_1.pdf,39,42,8,0,
http://latimes.com/politics/,47.98,43.23,,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,40.8,43.8,7.3,0,
http://www.foxnews.com/politics/interactive/2016/09/30/full-fox-news-poll-results-30/,40,43,8,0,
http://www.rand.org/pubs/research_reports/RR1758.html,33.4,43.3,9.8,0,
http://polling.reuters.com/,38.1,41,5.9,0,
http://www.prri.org/wp-content/uploads/2016/10/PRRI-2016-American-Values-Survey-Topline.pdf,41,49,4,0,
http://www.upi.com/Top_News/US/2016/11/01/UPICVoter-poll-Clinton-Trump-nearly-tied-a-week-before-election/2981477999869/,47.71,48.81,,0,
http://americanresearchgroup.com/pres2016/na16-5.html,44,47,,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,41.4,42.6,7.5,0,
http://www.upi.com/Top_News/US/2016/11/04/UPICVoter-poll-Clinton-Trump-remain-locked-in-dead-heat/6171478273495/,48.44,48.53,,0,
http://polling.reuters.com/,36.4,41.7,6.3,0,
https://www.qu.edu/images/polling/us/us09142016_U27xtpb.pdf,39,41,13,0,
https://luc.id/2016-presidential-tracker/,39,44,6,0,
http://latimes.com/politics/,48.16,42.63,,0,
http://abcnews.go.com/Politics/clinton-trump-race-narrows-doorstep-debates-poll/story?id=42313593,44,46,5,0,
http://polling.reuters.com/,36.7,42.3,6.6,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,41.2,41.8,8,0,
https://morningconsult.com/wp-content/uploads/2016/11/MCModeStudyFinalToplines.pdf,48,51,,0,
http://www.prri.org/wp-content/uploads/2016/10/PRRI-Atlantic-Survey-Topline.pdf,43,43,,0,
http://polls.saintleo.edu/wp-content/uploads/2016/09/SLU-September-2016-Poll_Complete-Findings.pdf,41,46.2,9.3,0,
http://www.suffolk.edu/news/67378.php,35,42,9,0,
http://i2.cdn.turner.com/cnn/2016/images/09/05/rel13a.-.2016.post-labor.day.pdf,45,43,7,0,
http://polling.reuters.com/,36.4,43.1,6.6,0,
http://www.upi.com/Top_News/US/2016/11/02/UPICVoter-poll-Clinton-has-less-than-1-point-lead-over-Trump/9421478096457/,48.22,48.78,,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,40.8,41.6,8.4,0,
http://big.assets.huffingtonpost.com/BGGWTarranceGroupLakeResearch.pdf,40,42,11,0,
http://polling.reuters.com/,37.7,42.5,6.9,0,
http://latimes.com/politics/,47.96,42.56,,0,
http://www.upi.com/Top_News/US/2016/11/02/UPICVoter-poll-Clinton-has-less-than-1-point-lead-over-Trump/9421478096457/,48.14,48.81,,0,
https://www.scribd.com/document/324094160/CBS-NYT-AM-presidential-poll-toplines-Sept-15-2016,42,42,8,0,
https://luc.id/2016-presidential-tracker/,39,44,6,0,
http://polling.reuters.com/,36.7,42.5,6.8,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,41.1,41.2,7.7,0,
http://www.realclearpolitics.com/docs/2016/Gravis_November_3rd_2016.pdf,45,46,4,0,
http://www.people-press.org/files/2016/09/09-21-16-campaign-release.pdf,38,45,10,0,
http://polling.reuters.com/,35.6,44.1,6.6,0,
http://polling.reuters.com/,39,43.2,5.6,0,
http://latimes.com/politics/,46.89,43.38,,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,42.6,40.8,7.2,0,
http://polling.reuters.com/,37.5,43.8,5.7,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct28,45,45,3,0,
http://zogbyanalytics.com/news/756-clinton-and-trump-in-statistical-tie-trump-has-closed-the-gap-among-older-millennials,36,38,8,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,42.1,39.7,7.3,0,
http://polling.reuters.com/,37.7,43.7,5.7,0,
https://luc.id/2016-presidential-tracker/,40,43,6,0,
http://polling.reuters.com/,37,45.5,5.4,0,
,45,.0428702,37,0,8
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,41.1,40.2,7.7,0,
,43.7,.0415812,41.4,0,8
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct25,42,43,5,0,
http://latimes.com/politics/,47.5,42.47,,0,
http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_83016.pdf,37,42,6,0,
http://www.foxnews.com/politics/interactive/2016/09/15/fox-news-poll-sept-15-2016/,40,41,8,0,
http://www.breitbart.com/big-government/2016/11/05/exclusive-pat-caddell-breitbartgravis-national-poll-shows-trump-could-win-and-win-by-a-lot/,45,47,3,0,
http://polling.reuters.com/,37.9,43.5,5.4,0,
http://polling.reuters.com/,37.7,43.9,5.9,0,
http://www.investors.com/politics/ibd-tipp-presidential-election-poll/,41.2,40.2,7.3,0,
http://www.politico.com/f/?id=00000157-e699-dd9d-ad7f-efdf0ec20001,36,42,9,0,
http://www.upi.com/Top_News/US/2016/10/31/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-shrinks-to-47/2441477919030/,47.87,48.34,,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct27,44,45,4,0,
https://www.washingtonpost.com/politics/clinton-holds-lead-over-trump-in-new-poll-but-warning-signs-emerge/2016/09/10/800dee0c-76c8-11e6-b786-19d0cb1ed06c_story.html?postshare=531473592721373&tid=ss_tw,41,46,9,0,
http://polling.reuters.com/,40.2,41.7,5.8,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct31,42,45,5,0,
https://datastudio.google.com/u/0/,33.87,38.54,6.37,0,
http://www.investors.com/politics/trump-leads-clinton-by-one-point-going-into-debate-in-ibdtipp-tracking-poll/,41.3,40,8,0,
http://latimes.com/politics/,47.83,42.36,,0,
http://www.upi.com/Top_News/US/2016/09/10/UPICVoter-Donald-Trump-maintains-1-point-lead-over-Hillary-Clinton/2971473530599/,47.73,46.65,,0,
https://luc.id/2016-presidential-tracker/,40,42,5,0,
http://polling.reuters.com/,36.9,44.8,5.8,0,
https://www.qu.edu/images/polling/us/us08252016_U88mxwn.pdf,38,45,10,0,
http://www.upi.com/Top_News/US/2016/10/31/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-shrinks-to-47/2441477919030/,47.11,49.25,,0,
http://polling.reuters.com/,37.6,42.5,6,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct26,43,44,4,0,
http://latimes.com/politics/,46.9,43.28,,0,
http://polling.reuters.com/,37.3,42.9,5.6,0,
http://polling.reuters.com/,37.1,44.3,5.9,0,
http://www.upi.com/Top_News/US/2016/10/31/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-shrinks-to-47/2441477919030/,47.39,48.77,,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct05,42,41,8,0,
http://polling.reuters.com/,39.1,41.4,5.7,0,
https://luc.id/2016-presidential-tracker/,41,42,5,0,
https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rAjnCYJjgvBw/v0,40,44,9,0,
http://www.upi.com/Top_News/US/2016/10/28/UPICVoter-poll-Clintons-lead-slips-below-2-percent/5601477668222/,46.95,48.84,,0,
http://www.politico.com/story/2016/10/poll-41-percent-of-voters-say-the-election-could-be-stolen-from-trump-229871,36,42,10,0,
http://cesrusc.org/election/,46.6,43.2,,0,
http://www.investors.com/politics/clinton-and-trump-are-tied-in-latest-ibdtipp-poll/,39,39,12,0,
http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_080816/,37,50,7,0,
http://www.upi.com/Top_News/US/2016/10/27/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-3-points/7581477575891/,46.52,49.38,,0,
https://luc.id/2016-presidential-tracker/,41,42,5,0,
http://latimes.com/politics/,46.03,44.09,,0,
http://www.upi.com/Top_News/US/2016/10/27/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-3-points/7581477575891/,46.77,49.18,,0,
http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,40,45,5,0,
http://polling.reuters.com/,37.7,41.6,8.5,0,
http://www.upi.com/Top_News/US/2016/10/24/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-narrows-to-307-points/7031477307768/?spt=sec&or=tn,46.39,49.46,,0,
http://latimes.com/politics/,46.2,43.79,,0,
https://luc.id/2016-presidential-tracker/,40,43,6,0,
http://www.rabaresearch.com/documents/RABA-Updated-National-Survey-July-2016-2.pdf,31,46,7,0,
http://www.mcclatchydc.com/news/politics-government/election/article93763582.html,31,45,10,0,
http://www.foxnews.com/politics/interactive/2016/08/31/fox-news-poll-aug-31-2016/,39,41,9,0,
https://datastudio.google.com/u/0/,33.7,38.71,6.49,0,
https://www.psrai.com/pdf/psrai_pr081016.pdf,39,45,,0,
https://morningconsult.com/2016/10/11/voters-say-clinton-won-debate-trumps-support-remains-stable/,37,42,10,0,
http://www.upi.com/Top_News/US/2016/10/24/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-narrows-to-307-points/7031477307768/?spt=sec&or=tn,46.32,49.51,,0,
http://latimes.com/politics/,45.84,44.13,,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct18,41,42,7,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct21,43,41,5,0,
https://luc.id/2016-presidential-tracker/,40,43,6,0,
https://www.psrai.com/pdf/psrai_pr081016.pdf,41,43,,0,
http://www.upi.com/Top_News/US/2016/10/24/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-narrows-to-307-points/7031477307768/?spt=sec&or=tn,45.41,49.86,,0,
http://monmouth.edu/MonmouthPoll_US_071816/,43,45,5,0,
http://latimes.com/politics/,45.24,44.5,,0,
http://polling.reuters.com/,37.6,41,6.9,0,
http://polling.reuters.com/,37.6,41.5,6.4,0,
https://www.cpc.udel.edu/content-sub-site/Documents/UD%20CPC%20%20RNC%20poll%20July%2025%20release-cpa.pdf,42,46,,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct20,43,40,6,0,
http://www.upi.com/Top_News/US/2016/10/24/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-narrows-to-307-points/7031477307768/?spt=sec&or=tn,44.88,50.39,,0,
https://luc.id/2016-presidential-tracker/,39,43,6,0,
http://polling.reuters.com/,38.1,42.3,6.7,0,
http://www.prri.org/research/lgbt-2016-presidential-election/?test=true,35,48,,0,
http://polling.reuters.com/,37.9,40.3,6.7,0,
http://www.upi.com/Top_News/US/2016/10/24/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-narrows-to-307-points/7031477307768/?spt=sec&or=tn,45.57,50.27,,0,
http://latimes.com/politics/,45.3,44.2,,0,
http://www.breitbart.com/big-government/2016/10/27/exclusive-statistical-tie-latest-breitbartgravis-poll-shows-donald-trump-closes-gap-less-two-weeks-left/,45,46,2,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct24,43,41,5,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct19,42,42,7,0,
http://americanresearchgroup.com/pres2016/na16-4.html,42,47,,0,
http://polling.reuters.com/,37.3,43.2,,0,
https://luc.id/2016-presidential-tracker/,39,43,6,0,
http://www.upi.com/Top_News/US/2016/10/24/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-narrows-to-307-points/7031477307768/?spt=sec&or=tn,46.26,49.63,,0,
http://polling.reuters.com/,37.9,41.1,6.5,0,
http://latimes.com/politics/,44.07,44.97,,0,
http://www.realclearpolitics.com/docs/2016/Gravis_Oct_24th_2016.pdf,50,50,,0,
http://polling.reuters.com/,36.2,42.4,7.6,0,
http://polling.reuters.com/,36.7,42.5,7.4,0,
http://polling.reuters.com/,36.2,43.4,7.5,0,
https://morningconsult.com/wp-content/uploads/2016/10/161003_topline_trend_v3_LIKELYVOTERS_KD.pdf,38,42,8,0,
http://www.upi.com/Top_News/US/2016/10/19/UPICVoter-poll-Clinton-leads-Trump-by-488-points-going-into-final-debate/5031476878558/,45.65,50.53,,0,
https://www.psrai.com/pdf/psrai_pr081016.pdf,36,48,,0,
http://polling.reuters.com/,38,41,6.4,0,
http://www.kentucky.com/news/politics-government/article89192652.html,35,40,10,0,
https://luc.id/2016-presidential-tracker/,38,44,6,0,
http://polling.reuters.com/,36.2,42.1,7.9,0,
http://projects.fivethirtyeight.com/polls/20161009_National_1.pdf,39,41,9,0,
http://www.democracycorps.com/attachments/article/1037/Dcor_July%20National_E%20Alert_7.19.2016_final.pdf,40,43,11,0,
http://latimes.com/politics/,43.77,45.11,,0,
http://www.upi.com/Top_News/US/2016/10/17/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-469-points/2921476714500/?spt=sec&or=tn,45.53,50.22,,0,
http://www.upi.com/Top_News/US/2016/10/17/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-469-points/2921476714500/?spt=sec&or=tn,44.58,51.17,,0,
https://luc.id/2016-presidential-tracker/,38,43,7,0,
http://polling.reuters.com/,37.9,40.9,6.5,0,
http://latimes.com/politics/,44.45,44.14,,0,
https://datastudio.google.com/u/0/,33.32,38.29,7.01,0,
http://www.upi.com/Top_News/US/2016/10/17/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-469-points/2921476714500/?spt=sec&or=tn,45.06,50.55,,0,
http://m.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct11,39,44,7,0,
http://heartlandmonitor.com/wp-content/uploads/2016/07/Topline_Allstate_Heartland-Monitor-Poll-XXVI_D1client_062816.pdf,35,44,,0,
http://www.upi.com/Top_News/US/2016/10/14/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-5-points/5771476450376/?spt=sec&or=tn,45.23,50.3,,0,
http://www.nbcnews.com/storyline/data-points/poll-clinton-maintains-national-lead-over-trump-despite-fbi-letter-n675771,41,47,6,0,
http://latimes.com/politics/,44.35,44.1,,0,
https://luc.id/2016-presidential-tracker/,37,43,7,0,
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct14,43,41,6,0,
http://www.upi.com/Top_News/US/2016/10/14/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-5-points/5771476450376/?spt=sec&or=tn,44.72,50.45,,0,
http://latimes.com/politics/,44.52,43.76,,0,
http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,41,46,6,0,
https://morningconsult.com/wp-content/uploads/2016/10/PoliticoMCTopicals10.2.pdf,36,42,9,0,
http://i2.cdn.turner.com/cnn/2016/images/08/01/2016.post-dem.convention.pdf,37,45,9,0,
http://m.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct13,43,41,6,0,
https://icitizen.com/insights/national-poll-results-july-19-omnibus/,35,39,9,0,
https://luc.id/2016-presidential-tracker/,37,43,7,0,
http://latimes.com/politics/,44.41,43.76,,0,
http://www.upi.com/Top_News/US/2016/10/12/UPICVoter-poll-Hillary-Clintons-lead-grows-to-64-points-over-Donald-Trump/3511476279299/,44.22,50.63,,0,
http://www.realclearpolitics.com/docs/2016/SUSA_June_2016_National.pdf,36,39,6,0,
http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,44,41,6,0,
http://www.rasmussenreports.com/platinum/political_tracking_crosstabs/october_2016/crosstabs_election_2016_white_house_watch_october_9_11_2016,39,43,7,0,
http://www.people-press.org/2016/08/18/1-voters-general-election-preferences/,37,41,10,0,
http://www.upi.com/Top_News/US/2016/10/11/UPICVoter-poll-Hillary-Clinton-gains-as-Donald-Trump-continues-to-slide/2801476186502/,44.09,50.23,,0,
http://latimes.com/politics/,44.1,43.85,,0,
http://www.wmur.com/politics/new-hampshire-primary-source-new-poll-shows-tight-clintontrump-race-voter-interest-in-energy-issues/40407946,40,45,,0,
